EIP,firstBite,secondBite,eggDeath,larvaeDeath,pupalDeath,mozDeath,extraDeath,eggDev,larvalDev,pupalDev,adultDev,emergeFactor
1.91937574430891,0.290799785306444,0.500821852472209,0.223348031777738,0.0100503358535015,0.0100503358535015,0.116533816255952,0.8513344395824,0.25695205643418,0.419943070718882,0.132947976964976,7.78132190764617,1
2.09593551449436,0.263143369263613,0.453191358176222,0.217073419983446,0.0100503358535015,0.0100503358535015,0.116533816255952,0.719006897390291,0.25796452438403,0.422113055897702,0.133074525803566,7.57656171149638,1
1.99770695440025,0.277910333862449,0.478623352763106,0.118123232702231,0.0100503358535015,0.0100503358535015,0.116533816255952,0.658295405723151,0.252989516532987,0.41147520723216,0.132361900717476,7.68774508550821,1
1.93479233440203,0.288178342472591,0.496307145369463,0.222974591324047,0.0100503358535015,0.0100503358535015,0.116533816255952,0.69057877151307,0.257823254445618,0.421810122512753,0.133057428575302,7.76253909740314,1
1.91937574430891,0.290799785306444,0.500821852472209,0.295999009548548,0.0100503358535015,0.0100503358535015,0.116533816255952,0.545316863779704,0.260009408286359,0.426503624198602,0.133301823541229,7.78132190764617,1
2.09593551449436,0.263143369263613,0.453191358176222,0.121490945061067,0.0100503358535015,0.0100503358535015,0.116533816255952,0.561419996237312,0.25347237650563,0.412504937071975,0.132441138046722,7.57656171149638,1
2.19899403725988,0.249107563258542,0.429018581167489,0.104291851588619,0.0100503358535015,0.0100503358535015,0.116533816255952,0.606225052619912,0.252440180067717,0.410304434552897,0.132269089115933,7.46658045631192,1
2.19899403725988,0.249107563258542,0.429018581167489,0.124606927670411,0.0100503358535015,0.0100503358535015,0.116533816255952,0.506421545623644,0.253244690729005,0.412019308583725,0.132404047459472,7.46658045631192,1
1.91937574430891,0.290799785306444,0.500821852472209,0.175685698128431,0.0100503358535015,0.0100503358535015,0.116533816255952,0.502163939573672,0.255127132419898,0.416038305721221,0.132696151678602,7.78132190764617,1
2.02992734140134,0.272904649469227,0.470002451863669,0.230846277314317,0.0100503358535015,0.0100503358535015,0.116533816255952,0.538905883737214,0.257928319673999,0.422035415244015,0.133070161389539,7.65054990232807,1
2.49927327596065,0.215003422908993,0.37028367278771,0.111421642651804,0.0100503358535015,0.0100503358535015,0.116533816255952,0.445139778066107,0.252025616343857,0.40942140603406,0.132197163561016,7.17911384979184,1
2.53958326837248,0.21105966421659,0.363491643928572,0.0396490888930684,0.0100503358535015,0.0100503358535015,0.116533816255952,0.414925902380433,0.248914495476002,0.402808713404469,0.131605259262002,7.14377013872741,1
2.32565100035667,0.233612030452328,0.402331830223454,0.108087614468241,0.0100503358535015,0.0100503358535015,0.116533816255952,0.405165095989492,0.251544575554052,0.40839733065744,0.132111667138141,7.3397777577729,1
2.11277024775823,0.26075421399198,0.449076701875077,0.11618271795105,0.0100503358535015,0.0100503358535015,0.116533816255952,0.437108362604452,0.252039393012487,0.409450743544588,0.13219957985595,7.55814823605601,1
2.04623189137494,0.27043331099375,0.465746257822569,0.117391279113258,0.0100503358535015,0.0100503358535015,0.116533816255952,0.473907159890145,0.252884434763786,0.411251192317127,0.132344366642282,7.63200263779211,1
2.01375270747048,0.275396936026737,0.474294723157158,0.117391279113258,0.0100503358535015,0.0100503358535015,0.116533816255952,0.490540930786157,0.252884434763786,0.411251192317127,0.132344366642282,7.66913070598415,1
1.99770695440025,0.277910333862449,0.478623352763106,0.124870037241191,0.0100503358535015,0.0100503358535015,0.116533816255952,0.43904939952964,0.253955843445361,0.413536555751139,0.132518285887556,7.68774508550821,1
2.38214180245798,0.227249169836047,0.391373570273193,0.117391279113258,0.0100503358535015,0.0100503358535015,0.116533816255952,0.410890291694562,0.252884434763786,0.411251192317127,0.132344366642282,7.28592820479326,1
2.45960311115695,0.219015531570109,0.377193415481854,0.118123232702231,0.0100503358535015,0.0100503358535015,0.116533816255952,0.373113496663058,0.252989516532987,0.41147520723216,0.132361900717476,7.21458790251224,1
2.40127536909862,0.225164236850708,0.387782852353997,0.117391279113258,0.0100503358535015,0.0100503358535015,0.116533816255952,0.397740605526097,0.252884434763786,0.411251192317127,0.132344366642282,7.2680440130415,1
2.12974019903911,0.25838520788687,0.444996746916276,0.118123232702231,0.0100503358535015,0.0100503358535015,0.116533816255952,0.297639720966517,0.252989516532987,0.41147520723216,0.132361900717476,7.53976811606709,1
2.19899403725988,0.249107563258542,0.429018581167489,0.117391279113258,0.0100503358535015,0.0100503358535015,0.116533816255952,0.318822694450807,0.252884434763786,0.411251192317127,0.132344366642282,7.46658045631192,1
2.42056261818253,0.223097079020563,0.38422274720208,0.117391279113258,0.0100503358535015,0.0100503358535015,0.116533816255952,0.308478712738937,0.252884434763786,0.411251192317127,0.132344366642282,7.25019258983476,1
2.42056261818253,0.223097079020563,0.38422274720208,0.0650506386064272,0.0100503358535015,0.0100503358535015,0.116533816255952,0.337564833121901,0.250768372715944,0.406746141487412,0.131969080877703,7.25019258983476,1
2.30712001512655,0.235769479864976,0.406047437545237,0.117391279113258,0.0100503358535015,0.0100503358535015,0.116533816255952,0.389608818776506,0.252884434763786,0.411251192317127,0.132344366642282,7.35779339018558,1
2.12974019903911,0.25838520788687,0.444996746916276,0.108087614468241,0.0100503358535015,0.0100503358535015,0.116533816255952,0.388454937839839,0.251544575554052,0.40839733065744,0.132111667138141,7.53976811606709,1
2.40127536909862,0.225164236850708,0.387782852353997,0.101452721167344,0.0100503358535015,0.0100503358535015,0.116533816255952,0.335433395197194,0.250584311148388,0.406354820303017,0.131934428376238,7.2680440130415,1
2.6432256276808,0.201492293021533,0.347014504648195,0.0839744017797962,0.0100503358535015,0.0100503358535015,0.116533816255952,0.332562761427207,0.251544885743735,0.408397990821563,0.132111722975243,7.0559791841562,1
